Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2011-05-13 00:00:00-04:00,10.37675068,10.39446174,10.21734386,10.22184658,326116000,0,0
2011-05-16 00:00:00-04:00,10.18282442,10.24346484,9.984690317,10.00570488,449775200,0,0
2011-05-17 00:00:00-04:00,9.966681369,10.09096432,9.928555341,10.09096432,452334400,0,0
2011-05-18 00:00:00-04:00,10.10086974,10.23836183,10.08676036,10.20293808,334776400,0,0
2011-05-19 00:00:00-04:00,10.26928075,10.27918721,10.16691182,10.22274971,261170000,0,0
2011-05-20 00:00:00-04:00,10.19363109,10.2353596,10.05733984,10.063344,337968400,0,0
2011-05-23 00:00:00-04:00,9.905739193,10.08615983,9.88922815,10.03872776,383600000,0,0
2011-05-24 00:00:00-04:00,10.07175133,10.08375965,9.946867166,9.972384453,321927200,0,0
2011-05-25 00:00:00-04:00,10.00960461,10.16360849,9.992193346,10.11017227,294224000,0,0
2011-05-26 00:00:00-04:00,10.08585863,10.11347697,10.0396274,10.05673885,222560800,0,0
2011-05-27 00:00:00-04:00,10.05073326,10.13569012,10.03602347,10.12908554,203599200,0,0
2011-05-31 00:00:00-04:00,10.23986539,10.44190025,10.23686251,10.44190025,417754400,0,0
2011-06-01 00:00:00-04:00,10.47311789,10.5709825,10.34643332,10.3722496,554682800,0,0
2011-06-02 00:00:00-04:00,10.40197052,10.44640051,10.33592635,10.3899622,338783200,0,0
2011-06-03 00:00:00-04:00,10.30230167,10.36684438,10.26717774,10.31010628,313250000,0,0
2011-06-06 00:00:00-04:00,10.37795626,10.41848314,10.14109729,10.14800167,461941200,0,0
2011-06-07 00:00:00-04:00,10.15190322,10.15340386,9.963676383,9.967879295,529785200,0,0
2011-06-08 00:00:00-04:00,9.96007486,10.05073529,9.926152554,9.973883629,333723600,0,0
2011-06-09 00:00:00-04:00,10.00420526,10.016814,9.929154842,9.951370239,275088800,0,0
2011-06-10 00:00:00-04:00,9.923146208,9.956468889,9.771844613,9.783553123,433955200,0,0
2011-06-13 00:00:00-04:00,9.822582834,9.855905529,9.758640519,9.804571152,329473200,0,0
2011-06-14 00:00:00-04:00,9.906635961,10.00420155,9.885922013,9.979885101,334569200,0,0
2011-06-15 00:00:00-04:00,9.899135378,9.915646423,9.752936843,9.809075356,399196000,0,0
2011-06-16 00:00:00-04:00,9.813579369,9.867014813,9.556307013,9.761343956,510591200,0,0
2011-06-17 00:00:00-04:00,9.876318971,9.88412438,9.587224631,9.614242554,615020000,0,0
2011-06-20 00:00:00-04:00,9.527181293,9.537388363,9.321243453,9.465940475,640645600,0,0
2011-06-21 00:00:00-04:00,9.506771019,9.780553538,9.46234103,9.765543938,493382400,0,0
2011-06-22 00:00:00-04:00,9.761342624,9.873618847,9.677886378,9.684791565,390583200,0,0
2011-06-23 00:00:00-04:00,9.574616321,9.957373184,9.550000863,9.943564415,559759200,0,0
2011-06-24 00:00:00-04:00,9.947765034,10.00120045,9.759238422,9.797063828,439807200,0,0
2011-06-27 00:00:00-04:00,9.834290325,10.02371719,9.824083252,9.967879295,339813600,0,0
2011-06-28 00:00:00-04:00,10.01621238,10.10777384,10.00990841,10.06454468,294299600,0,0
2011-06-29 00:00:00-04:00,10.08795785,10.09786432,9.963073741,10.02791786,352545200,0,0
2011-06-30 00:00:00-04:00,10.04773287,10.09066222,9.991895777,10.07685184,322954800,0,0
2011-07-01 00:00:00-04:00,10.08525608,10.3119079,10.03272089,10.30470371,435313200,0,0
2011-07-05 00:00:00-04:00,10.29690172,10.50193943,10.28189211,10.48993111,355054000,0,0
2011-07-06 00:00:00-04:00,10.47551714,10.63012145,10.40827216,10.55987358,444626000,0,0
2011-07-07 00:00:00-04:00,10.64723302,10.74719947,10.62711868,10.72318363,399663600,0,0
2011-07-08 00:00:00-04:00,10.60730818,10.80724273,10.57308527,10.7985363,489633200,0,0
2011-07-11 00:00:00-04:00,10.69736981,10.80033918,10.59169817,10.62712193,442674400,0,0
2011-07-12 00:00:00-04:00,10.61301494,10.73759931,10.46561636,10.61962032,451609200,0,0
2011-07-13 00:00:00-04:00,10.75710894,10.80724328,10.69856957,10.74780369,391638800,0,0
2011-07-14 00:00:00-04:00,10.83756232,10.8555748,10.69736877,10.74029732,430533600,0,0
2011-07-15 00:00:00-04:00,10.84236559,10.95734246,10.78232558,10.9549408,484467200,0,0
2011-07-18 00:00:00-04:00,10.97025056,11.24703595,10.96574784,11.22151947,572653200,0,0
2011-07-19 00:00:00-04:00,11.34760446,11.36711759,11.2071103,11.31308174,819145600,0,0
2011-07-20 00:00:00-04:00,11.89156754,11.89607026,11.58776346,11.61478138,941340400,0,0
2011-07-21 00:00:00-04:00,11.61628543,11.70964733,11.52472397,11.6264925,526534400,0,0
2011-07-22 00:00:00-04:00,11.65741014,11.85944571,11.64029868,11.80691051,516728800,0,0
2011-07-25 00:00:00-04:00,11.71835231,12.00804707,11.69643833,11.96301746,589806000,0,0
2011-07-26 00:00:00-04:00,12.00804936,12.1431406,11.9984435,12.11041832,476582400,0,0
2011-07-27 00:00:00-04:00,12.02576057,12.08730203,11.77239055,11.78559971,659324400,0,0
2011-07-28 00:00:00-04:00,11.75647738,11.91768467,11.65170679,11.76248074,594034000,0,0
2011-07-29 00:00:00-04:00,11.63699713,11.86244813,11.52772382,11.7222538,632584400,0,0
2011-08-01 00:00:00-04:00,11.94140455,11.99303874,11.77899557,11.91048431,612836000,0,0
2011-08-02 00:00:00-04:00,11.93749942,11.94500422,11.65831237,11.67512321,639539600,0,0
2011-08-03 00:00:00-04:00,11.73726431,11.81441657,11.4748897,11.78499699,732508000,0,0
2011-08-04 00:00:00-04:00,11.69013788,11.74747563,11.32809488,11.3286953,871407600,0,0
2011-08-05 00:00:00-04:00,11.42085384,11.5127159,10.88439447,11.21611595,1204590800,0,0
2011-08-08 00:00:00-04:00,10.85797499,11.04049746,10.59770065,10.603405,1143833600,0,0
2011-08-09 00:00:00-04:00,10.84626728,11.24583574,10.65714024,11.22782326,1082583600,0,0
2011-08-10 00:00:00-04:00,11.14196602,11.24703643,10.88229288,10.91801643,878656800,0,0
2011-08-11 00:00:00-04:00,11.12305086,11.27105059,10.94893425,11.2185154,741969200,0,0
2011-08-12 00:00:00-04:00,11.34970545,11.39683691,11.23442877,11.31728458,528976000,0,0
2011-08-15 00:00:00-04:00,11.39653451,11.55684236,11.35030328,11.51001072,460544000,0,0
2011-08-16 00:00:00-04:00,11.4532721,11.50880938,11.28936176,11.42205048,498750000,0,0
2011-08-17 00:00:00-04:00,11.47699036,11.54333433,11.34760351,11.42085266,442061200,0,0
2011-08-18 00:00:00-04:00,11.13265694,11.18699417,10.84836601,10.98886013,851435200,0,0
2011-08-19 00:00:00-04:00,10.87238447,11.01738213,10.68716054,10.68806076,775888400,0,0
2011-08-22 00:00:00-04:00,10.94263446,10.95374256,10.65984485,10.70037174,535315200,0,0
2011-08-23 00:00:00-04:00,10.81624913,11.21671788,10.71718287,11.21551704,656835200,0,0
2011-08-24 00:00:00-04:00,11.21161357,11.37642419,11.12545586,11.29296875,626267600,0,0
